"ticks","new","recycled","waste"
0,100,0,0
1,97.95918367346938,0,2.0408163265306123
2,96,0,4
3,94.28571428571428,0,5.714285714285714
4,92.81632653061224,0,7.183673469387755
5,91.3469387755102,0,8.653061224489795
6,90.12244897959184,0,9.877551020408164
7,88.81632653061224,0,11.183673469387754
8,87.6734693877551,0,12.326530612244897
9,86.93877551020408,0,13.061224489795919
10,86.53061224489797,0,13.46938775510204
11,85.95918367346938,0,14.040816326530612
12,85.14285714285714,0,14.857142857142858
13,84.73469387755101,0,15.26530612244898
14,84.16326530612245,0,15.836734693877553
15,83.75510204081633,0,16.244897959183675
16,82.77551020408164,0,17.22448979591837
17,82.28571428571428,0,17.71428571428571
18,82.12244897959184,0,17.877551020408163
19,82.20408163265306,0,17.79591836734694
20,81.3061224489796,0,18.693877551020407
21,80.9795918367347,0,19.020408163265305
22,80.81632653061224,0,19.183673469387756
23,80.73469387755102,0,19.26530612244898
24,79.6734693877551,0,20.3265306122449
25,79.51020408163265,0,20.489795918367346
26,79.51020408163265,0,20.489795918367346
27,79.59183673469387,0,20.408163265306122
28,78.53061224489795,0,21.46938775510204
29,78.53061224489795,0,21.46938775510204
30,78.44897959183673,0,21.551020408163264
31,78.36734693877551,0,21.63265306122449
32,77.55102040816327,0,22.448979591836736
33,77.3061224489796,0,22.693877551020407
34,77.3061224489796,0,22.693877551020407
35,77.38775510204081,0,22.612244897959183
36,76.32653061224491,0,23.6734693877551
37,76.16326530612245,0,23.836734693877553
38,76.08163265306122,0,23.918367346938776
39,76.16326530612245,0,23.836734693877553
40,75.18367346938776,0,24.816326530612244
41,75.42857142857143,0,24.571428571428573
42,75.51020408163265,0,24.489795918367346
43,75.34693877551021,0,24.653061224489793
44,74.28571428571429,0,25.71428571428571
45,74.28571428571429,0,25.71428571428571
46,74.12244897959184,0,25.877551020408163
47,74.04081632653062,0,25.95918367346939
48,73.14285714285714,0,26.857142857142858
49,72.89795918367346,0,27.10204081632653
50,72.6530612244898,0,27.346938775510203
51,72.89795918367346,0,27.10204081632653
52,72.3265306122449,0,27.6734693877551
53,72.16326530612245,0,27.836734693877553
54,71.83673469387755,0,28.163265306122447
55,71.59183673469389,0,28.408163265306126
56,70.36734693877551,0,29.632653061224488
57,70.28571428571428,0,29.714285714285715
58,70.44897959183673,0,29.551020408163264
59,70.44897959183673,0,29.551020408163264
60,69.38775510204081,0,30.612244897959183
61,69.46938775510205,0,30.53061224489796
62,69.3061224489796,0,30.69387755102041
63,69.3061224489796,0,30.69387755102041
64,68.57142857142857,0,31.428571428571427
65,68.24489795918367,0,31.755102040816325
66,68.9795918367347,0,31.020408163265305
67,69.14285714285714,0,30.857142857142854
68,68.40816326530611,0,31.591836734693878
69,68.16326530612244,0,31.83673469387755
70,68.40816326530611,0,31.591836734693878
71,68.3265306122449,0,31.673469387755105
72,67.18367346938776,0,32.816326530612244
73,67.59183673469387,0,32.40816326530612
74,67.6734693877551,0,32.326530612244895
75,68,0,32
