"","sim","n_sim","recyclers","wastefuls","new","recycled","waste"
"1","11",5381,0,2.88812488385059,73.3544406054561,0,26.6455593945439
"2","12",5001,0,1.19456108778244,89.1853466044251,0,10.8146533958376
"3","13",5207,0,0.990589590935279,90.7630466052371,0,9.23695339476294
"4","14",5899,0,1.16189184607561,89.4356636026168,0,10.5643363973832
"5","15",5074,0,2.11785573512022,81.0403899833485,0,18.9596100166515
"6","Total",26562,0,1.66677960996913,84.7872624541641,0,15.2127375458854
