"","sim","n_sim","recyclers","wastefuls","new","recycled","waste"
"1","11",5381,0,4.09861367395631,13.1361215479699,0,13.1361215479699
"2","12",5001,0,4.69786530376484,19.4034157897975,0,19.4034157896346
"3","13",5207,0,4.5482967410147,17.2806711416669,0,17.2806711416669
"4","14",5899,0,4.33902370375675,18.5903433217173,0,18.5903433217173
"5","15",5074,0,4.54453231414919,16.4166826125304,0,16.4166826125304
"6","Total",26562,0,4.5018210837208,18.3623554844865,0,18.3623554844423
